Date,Open,High,Low,Close,Volume
12-Jun-15,431.25,432.36,428.26,429.92,2054385
11-Jun-15,432.29,438.89,431.47,432.97,2922459
10-Jun-15,426.46,432.2,425.66,430.77,2172333
9-Jun-15,422.96,427.49,419.14,425.48,2288663
8-Jun-15,425.62,426.8,421.42,423.5,2172525
5-Jun-15,429.66,430.8,426.5,426.95,1907855
4-Jun-15,434.4,436.76,429.26,430.78,2510761
3-Jun-15,434.4,438.39,432.75,436.59,2727914
2-Jun-15,430.07,433.23,426.25,430.99,1669845
1-Jun-15,430.4,433.16,426.2,430.92,2253264
29-May-15,427.23,432.5,427.23,429.23,3016060
28-May-15,429.71,431.35,425.47,426.57,1912436
27-May-15,427.45,431.85,425.01,431.42,2231088
26-May-15,426.2,427,422,425.47,2244185
22-May-15,431.55,432.44,427.61,427.63,2020629
21-May-15,428,436.9,428,431.63,4121401
20-May-15,420.6,427.1,418.36,423.86,2196159
19-May-15,424.87,428.24,420.63,421.71,2465240
18-May-15,426,427.27,421.46,425.24,2390229
15-May-15,428,430.4,424.3,426,4240306
14-May-15,429.45,433,427.01,432.28,1888477
13-May-15,429.98,433.53,425.8,426.87,1996328
12-May-15,431.08,433.25,426.71,431.02,1947822
11-May-15,432.51,439,431.37,432.85,2393737
8-May-15,430.75,435.2,430.17,433.69,2908838
7-May-15,424.15,428.5,422.85,426.88,2766132
6-May-15,421.43,422.72,414.55,419.1,2552474
5-May-15,422.85,427.51,421.02,421.19,2856386
4-May-15,424.8,429.77,422.42,423.04,2270448
1-May-15,423.82,425.64,416,422.87,3565824
30-Apr-15,427.11,431.75,419.24,421.78,3647877
29-Apr-15,426.75,434.24,426.03,429.37,3621688
28-Apr-15,438.51,439,428.04,429.31,4140483
27-Apr-15,443.86,446.99,437.41,438.56,5430949
24-Apr-15,439,452.65,439,445.1,17176904
23-Apr-15,390.21,391.88,386.15,389.99,7979985
22-Apr-15,391.91,394.28,388,389.8,3474724
21-Apr-15,391.31,394.6,386.8,391.18,4643524
20-Apr-15,378.55,391.94,377,389.51,5016148
17-Apr-15,382.63,383.56,374.4,375.56,3839664
16-Apr-15,383.69,387.45,383.55,386.04,2080418
15-Apr-15,384.65,385.78,381.64,383.45,1933229
14-Apr-15,383.51,387.81,381.21,385.11,2583575
13-Apr-15,383.53,385.28,380.14,382.36,1894453
10-Apr-15,384.31,387.12,381.32,382.65,2573519
9-Apr-15,380.66,384.42,378.8,383.54,2392328
8-Apr-15,374.66,381.58,374.65,381.2,2636434
7-Apr-15,376.15,379.31,374.03,374.41,1954902
6-Apr-15,370.1,380.2,369.36,377.04,3050709
2-Apr-15,370.5,373.28,369,372.25,1875279
1-Apr-15,372.1,373.16,368.34,370.26,2458095
31-Mar-15,373.24,377.7,371.51,372.1,2506122
30-Mar-15,371.87,376.12,371.55,374.59,1820933
27-Mar-15,367.11,373.17,366.57,370.56,2609774
26-Mar-15,369.59,371.4,365.65,367.35,2929962
25-Mar-15,375.17,380.5,370.28,370.96,3429497
24-Mar-15,373.99,375.24,372.27,374.09,2228214
23-Mar-15,378.07,381.77,374.94,375.11,2239343
20-Mar-15,376.29,379.37,375.92,378.49,3763553
19-Mar-15,373.87,377.11,372.19,373.24,1915671
18-Mar-15,369.97,375.99,366.7,375.14,2654135
17-Mar-15,371.11,374.5,369.64,371.92,2036961
16-Mar-15,370.38,373.94,366.72,373.35,2354059
13-Mar-15,371.52,373.99,366.68,370.58,2611658
12-Mar-15,368.82,375.5,367.52,374.24,2810001
11-Mar-15,370.61,373.35,366.26,366.37,2495097
10-Mar-15,377.45,377.77,369.18,369.51,3120972
9-Mar-15,378.4,379.33,375.28,378.56,2311390
6-Mar-15,385.52,387,378.88,380.09,2627042
5-Mar-15,385.61,388.42,383.89,387.83,2693518
4-Mar-15,385.71,387.9,382.19,382.72,2259141
3-Mar-15,383.95,386.1,381.6,384.61,1946498
2-Mar-15,380.85,385.9,379.48,385.66,2139205
27-Feb-15,384,385.99,379.79,380.16,2532309
26-Feb-15,384.07,389.37,383.28,384.8,2687107
25-Feb-15,377.27,387.85,376.54,385.37,3174495
24-Feb-15,378.65,380.48,376.16,378.59,1921850
23-Feb-15,383.44,384.54,378,380.14,2176989
20-Feb-15,378.62,383.7,375.84,383.66,3258023
19-Feb-15,373.49,381.88,373.43,379,2953752
18-Feb-15,375.42,376.74,372.85,373.37,2650610
17-Feb-15,377.72,379.98,372.67,375.43,3673208
13-Feb-15,378.41,383,377.01,381.83,3475069
12-Feb-15,375.1,378.51,373.15,377.17,2791050
11-Feb-15,371.23,377.1,371.1,375.14,2786523
10-Feb-15,371.19,374.3,368.51,373,2287232
9-Feb-15,371,374.41,367.2,370.56,2724630
6-Feb-15,374.87,375.99,371.01,374.28,3892382
5-Feb-15,366,378.8,365.9,373.89,7247605
4-Feb-15,358.38,367.5,358.23,364.75,4169927
3-Feb-15,360.29,367.82,360.21,363.55,6212565
2-Feb-15,350.05,365,350.01,364.47,10231914
30-Jan-15,346.32,359.5,340.74,354.53,23856060
29-Jan-15,304.73,312.8,299.33,311.78,8656567
28-Jan-15,309.81,311.51,303.8,303.91,3063774
27-Jan-15,306.3,310.24,302.62,306.75,2920315
26-Jan-15,311.82,313,307.52,309.66,3169665
23-Jan-15,308.08,316.93,307.72,312.39,4496419
22-Jan-15,300,312.25,300,310.32,5362640
21-Jan-15,289.64,306,287.26,297.25,10065076
20-Jan-15,292.59,293.36,286.39,289.44,3075081
16-Jan-15,286.28,290.79,285.25,290.74,3478176
15-Jan-15,294,296,286.82,286.95,4419196
14-Jan-15,291.93,295.91,286.5,293.27,5538666
13-Jan-15,297.48,301.5,293.23,294.74,4136442
12-Jan-15,297.56,298.51,289.28,291.41,3421392
9-Jan-15,301.48,302.87,296.68,296.93,2592360
8-Jan-15,300.32,303.14,296.11,300.46,3088398
7-Jan-15,297.5,301.28,295.33,298.42,2640349
6-Jan-15,302.24,303,292.38,295.29,3519034
5-Jan-15,307.01,308.38,300.85,302.19,2774231
2-Jan-15,312.58,314.75,306.96,308.52,2788101
31-Dec-14,311.55,312.98,310.01,310.35,2057766
30-Dec-14,309.91,313.94,309.34,310.3,2093023
29-Dec-14,307.85,314.27,306.58,312.04,3009046
26-Dec-14,305,310.78,303.81,309.09,2893801
24-Dec-14,306.38,307,302.88,303.03,1518107
23-Dec-14,306.98,307.49,303.25,306.28,2718359
22-Dec-14,301.94,307.36,301.94,306.54,4003827
19-Dec-14,296.91,301.54,295.52,299.9,8709129
18-Dec-14,304.01,304.5,293.25,297.73,7738067
17-Dec-14,296.37,299.67,293.03,298.88,4433505
16-Dec-14,304.35,304.49,295.01,295.06,6501252
15-Dec-14,308.87,310.86,302.15,306.07,3841577
12-Dec-14,303.99,310.64,303.01,307.32,3162322
11-Dec-14,307.89,312.64,306.01,307.36,3272919
10-Dec-14,312,313.19,304.68,305.84,3245890
9-Dec-14,302.99,313.64,301.14,312.5,4049506
8-Dec-14,311.57,316.56,304.82,306.64,3639180
5-Dec-14,316.8,316.93,310.84,312.63,3265214
4-Dec-14,315.53,318.59,313.47,316.93,3296642
3-Dec-14,325.73,326.77,314.36,316.5,5689904
2-Dec-14,327.5,327.93,323.25,326.31,2790257
1-Dec-14,338.12,340.64,325.93,326,4944861
28-Nov-14,336.03,341.26,336.03,338.64,3051798
26-Nov-14,333.78,334.65,331.75,333.57,1985949
25-Nov-14,335.27,336.33,331.28,335.04,2564989
24-Nov-14,334.78,337.39,333.6,335.64,2754186
21-Nov-14,335.42,338.33,331.47,332.63,4466587
20-Nov-14,324,332.67,323.33,330.54,3436721
19-Nov-14,327.25,328.4,324.02,326.54,3281614
18-Nov-14,323.99,329.56,323.25,324.93,3551161
17-Nov-14,326.44,328,318.03,323.05,4784933
14-Nov-14,317.12,332.88,316.4,327.82,8877785
13-Nov-14,312,317.89,311.51,316.48,3686428
12-Nov-14,310.75,312.58,308.79,311.51,2182982
11-Nov-14,305.94,312.38,303.65,312.01,3807333
10-Nov-14,300,305.8,300,305.11,2809056
7-Nov-14,297.82,299.99,296.29,299.86,2647352
6-Nov-14,296.69,297,292.29,296.64,3758121
5-Nov-14,303.01,304,294.16,296.52,4674492
4-Nov-14,303.99,304.25,300.17,302.81,3427384
3-Nov-14,306.24,308.01,303.24,305.72,3244150
31-Oct-14,305.15,305.72,301.5,305.46,4551795
30-Oct-14,293.98,299.74,292.36,299.07,4055155
29-Oct-14,299.11,299.61,293.07,294.12,4883259
28-Oct-14,289.76,298,289.76,295.59,5576646
27-Oct-14,285.7,290.42,285.02,289.97,5950594
24-Oct-14,284.4,293.81,284,287.06,19805911
23-Oct-14,313.4,316.8,311.4,313.18,9038193
22-Oct-14,315.43,318.98,312.64,312.97,3130049
21-Oct-14,309.9,315.64,307.07,315.33,3563351
20-Oct-14,302.95,306.53,302.02,306.21,3239490
17-Oct-14,307.15,309.2,302.72,303.64,4409218
16-Oct-14,293.83,306.82,293.83,302.86,4731866
15-Oct-14,304.35,307.9,299.1,305.97,5348254
14-Oct-14,308,312.24,305.75,308.31,3385809
13-Oct-14,309.87,313.2,303.47,306.45,4369850
10-Oct-14,314.02,317.77,311.38,311.39,3684314
9-Oct-14,321.49,322.27,314.52,315.37,3589464
8-Oct-14,316.58,324.11,314.14,322.7,3458960
7-Oct-14,319.43,322,316.67,316.98,2365698
6-Oct-14,323.5,324.13,319.6,322.2,2294194
3-Oct-14,320.36,325.16,319.53,322.74,3037891
2-Oct-14,316.92,318.53,311.31,318.41,3553944
1-Oct-14,322.04,322.16,315.55,317.46,3096735
30-Sep-14,321.36,323.43,318.51,322.44,2639967
29-Sep-14,320.5,323.75,319,321.82,1929589
26-Sep-14,320.6,323.5,317.64,323.21,3639155
25-Sep-14,327.99,328.54,321.4,321.93,2934944
24-Sep-14,324.17,329.44,319.56,328.21,2647232
23-Sep-14,322.46,327.6,321.25,323.63,2353590
22-Sep-14,328.49,329.49,321.06,324.5,3118649
19-Sep-14,327.6,332.76,325.57,331.32,6886382
18-Sep-14,325.44,327.1,323.71,325,2577706
17-Sep-14,327.76,328,321.52,324,4138950
16-Sep-14,321.07,329.48,320.1,327.76,3265860
15-Sep-14,330.91,331.33,319,323.89,4006918
12-Sep-14,329.56,332.89,328.79,331.19,3429727
11-Sep-14,329.94,333.01,326.39,330.52,2721893
10-Sep-14,334.3,334.98,328.82,331.33,3798904
9-Sep-14,341.61,341.76,329.18,329.75,4646832
8-Sep-14,344.54,345.81,339.04,342.34,2960693
5-Sep-14,346.3,346.83,342.5,346.38,2111220
4-Sep-14,343.69,349.38,343.58,345.95,3965557
3-Sep-14,342.54,343.27,337.55,339,1998540
2-Sep-14,339.98,342.5,337.16,342.38,2328881
29-Aug-14,341.76,341.82,337.68,339.04,1939848
28-Aug-14,340,341.79,338.8,340.02,2254725
27-Aug-14,342.09,346.67,341.34,343.18,2961767
26-Aug-14,337,344.36,334.55,341.83,3654702
25-Aug-14,333.21,336.77,332.71,334.02,1960978
22-Aug-14,332.99,334.08,330.8,331.59,2212965
21-Aug-14,336.48,336.58,332.23,332.91,1975792
20-Aug-14,334.68,337.16,334.02,335.78,1811462
19-Aug-14,334.87,335.81,333.01,335.13,1714120
18-Aug-14,335.48,337.8,333.77,334.53,2488186
15-Aug-14,334,335,328.32,333.63,3897928
14-Aug-14,327.8,334.09,326.71,333.21,3420646
13-Aug-14,327.6,331.72,326.14,326.28,4945094
12-Aug-14,318.89,321.31,316.95,319.32,1916143
11-Aug-14,318.48,320.38,316.88,318.33,2472819
8-Aug-14,311.94,317.32,310.66,316.8,2708416
7-Aug-14,315.21,315.88,309.66,311.45,2936913
6-Aug-14,310.83,315.78,310.2,313.89,2297476
5-Aug-14,313.65,314.55,310.06,312.32,2856294
4-Aug-14,308.84,316.18,308.5,313.65,4208660
1-Aug-14,313.69,315.83,304.59,307.06,7443091
31-Jul-14,320.01,320.68,311.86,312.99,5193770
30-Jul-14,321.45,322.73,318.5,322.51,3973213
29-Jul-14,321.98,322.9,319.5,320,2885644
28-Jul-14,324.25,324.82,316.5,320.41,5933999
25-Jul-14,317.3,324.87,314.76,324.01,17855141
24-Jul-14,359.98,364.85,358.52,358.61,7088655
23-Jul-14,359.05,360.63,356.62,358.14,2688761
22-Jul-14,355.25,362.93,355.25,360.84,2889366
21-Jul-14,358.1,361.71,356.72,359.76,2282741
18-Jul-14,354.4,359.68,352.08,358.66,3410032
17-Jul-14,353.44,356.96,351.38,352.45,3640290
16-Jul-14,355.62,359.32,353,355.9,3505023
15-Jul-14,353.72,355.59,349.4,354.44,4176758
14-Jul-14,347.03,355.77,345.36,355.32,5615482
11-Jul-14,334.71,347,334.71,346.2,8309079
10-Jul-14,324.34,329.98,322.65,327.92,2665753
9-Jul-14,324.71,330.2,323.15,329.97,3167133
8-Jul-14,333.1,333.74,321.4,323.81,4275447
7-Jul-14,337.5,337.55,332.52,333.55,2130028
3-Jul-14,334.83,338.3,333.08,337.49,1944300
2-Jul-14,333.2,336.76,331.66,332.85,2681578
1-Jul-14,325.86,333.2,325.1,332.39,3178548
30-Jun-14,324.98,326.98,322.24,324.78,2672165
27-Jun-14,325.88,326.52,323.27,324.57,2419626
26-Jun-14,328.49,328.65,322.13,325.69,2699908
25-Jun-14,324.33,328.15,321.74,327.44,2328006
24-Jun-14,327.54,329.73,322.74,324.16,2627978
23-Jun-14,323.33,327.55,321.41,327.24,2609628
20-Jun-14,327.76,328.22,320.42,324.2,6056210
19-Jun-14,335.26,338.9,325.98,327,5327002
18-Jun-14,328,335.75,325,334.38,6409334
17-Jun-14,327.54,331.34,325.23,325.62,2924058
16-Jun-14,324.86,328.69,323.52,327.62,2449843
13-Jun-14,327.05,329.3,323.53,326.27,2766909
12-Jun-14,335.55,335.55,324.66,325.91,4276316
11-Jun-14,336,340.72,333.88,335.2,4439178
10-Jun-14,327.65,335.5,327.5,332.41,3668904
9-Jun-14,331.57,333,325.65,327.5,3212755
6-Jun-14,325,330.88,324.93,329.67,5246723
5-Jun-14,308.1,327.94,306.9,323.57,7803760
4-Jun-14,306.85,309.5,303.84,306.78,2111176
3-Jun-14,305.75,307.92,305.07,307.19,2379273
2-Jun-14,312.59,312.6,307,308.84,2205909
30-May-14,314.43,314.65,307.57,312.55,4260624
29-May-14,310.42,314.87,310.2,313.78,2365679
28-May-14,309.5,313.82,307.42,310.16,2726803
27-May-14,314.41,314.63,307.38,310.82,4864163
23-May-14,305.46,312.35,304.9,312.24,3055997
22-May-14,305.05,308.54,303.01,304.91,2576888
21-May-14,302.21,305.96,301.52,305.01,3409200
20-May-14,297.1,304.46,296.75,301.19,4096308
19-May-14,295.76,299,293.81,296.76,2286313
16-May-14,292.8,298.88,291.55,297.7,3637649
15-May-14,298.02,299.2,290.38,295.19,4299530
14-May-14,302.5,304.64,296.66,297.62,3328414
13-May-14,302.6,305.6,300.75,304.64,3509937
12-May-14,294.3,303.34,294.16,302.86,3735443
9-May-14,290.57,293.68,284.38,292.24,4062984
8-May-14,290.82,295.88,287.23,288.32,3848996
7-May-14,295.56,296.4,286.68,292.71,7016937
6-May-14,309.53,309.81,297.04,297.38,4682327
5-May-14,306.37,310.23,305,310.05,2520300
2-May-14,310.42,313.29,304.31,308.01,3995218
1-May-14,304.13,310.48,304,307.89,4329167
30-Apr-14,298.1,304.56,298.1,304.13,4090006
29-Apr-14,296.44,301.84,290.45,300.38,6510591
28-Apr-14,304,304.39,288,296.58,14479803
25-Apr-14,316.25,316.49,302.71,303.83,16186737
24-Apr-14,329.67,337.4,322.95,337.15,9293735
23-Apr-14,333.06,333.13,323.39,324.58,3604586
22-Apr-14,332,337.5,328.94,329.32,3714288
21-Apr-14,323.97,331.15,322.31,330.87,3000598
17-Apr-14,319.76,328.66,319.76,324.91,4300378
16-Apr-14,321.17,324,314.71,323.68,4285901
15-Apr-14,316.7,318.28,305.5,316.08,5399337
14-Apr-14,317.67,320.48,311.28,315.91,4293532
11-Apr-14,314,316.5,309.5,311.73,7292028
10-Apr-14,330.6,331,316.5,317.11,6133376
9-Apr-14,328.47,332.18,322.5,331.8,5058664
8-Apr-14,321.88,328,318.44,327.07,6585583
7-Apr-14,320.99,324.94,313.13,317.76,7077360
4-Apr-14,335.15,335.44,315.61,323,12534578
3-Apr-14,341.82,342.5,328.46,333.62,6399299
2-Apr-14,345.99,348.3,340.38,341.96,4475523
1-Apr-14,338.09,344.43,338,342.99,3602899
31-Mar-14,342.4,346.29,334.06,336.36,4297487
28-Mar-14,340.05,347,336.08,338.29,3986782
27-Mar-14,343.15,344,330.88,338.47,5770462
26-Mar-14,357.13,357.6,343.4,343.41,4120665
25-Mar-14,354.03,358.97,348.84,354.71,4455703
24-Mar-14,360.09,361.5,348.6,351.85,4879627
21-Mar-14,371,372.84,358.4,360.62,5417935
20-Mar-14,370.64,373,366.22,368.97,2558460
19-Mar-14,378.77,379,369.42,373.23,2646687
18-Mar-14,377.32,379,375,378.77,2483508
17-Mar-14,375.72,378.85,374.88,375.04,2306821
14-Mar-14,372.8,378.57,371.55,373.74,4402220
13-Mar-14,376.62,383.11,368.08,371.51,6829047
12-Mar-14,366.4,371.16,363.61,370.64,2219663
11-Mar-14,370.99,372.8,367.28,368.82,2248019
10-Mar-14,372.69,372.73,367,370.53,2107820
7-Mar-14,374.58,374.99,369.53,372.06,2280358
6-Mar-14,374.05,375.33,368.9,372.16,2927497
5-Mar-14,364.13,372.73,363.9,372.37,3862706
4-Mar-14,363.9,365.68,362.46,363.9,2706843
3-Mar-14,358.74,360.96,354.48,359.78,2804261
28-Feb-14,360.6,365.86,357.08,362.1,3885207
27-Feb-14,357.22,360.59,355.5,360.13,3105442
26-Feb-14,359.86,364.75,357.17,359.8,3622506
25-Feb-14,353,361.08,351.58,358.32,3747076
24-Feb-14,345.19,353,343.29,351.78,3647182
21-Feb-14,352.44,354.14,346.75,346.76,4212144
20-Feb-14,348.8,350.46,344.38,349.8,3496663
19-Feb-14,352.64,354.54,346.1,347.38,4175393
18-Feb-14,355.28,355.73,349.45,353.65,5000493
14-Feb-14,359.34,359.34,353.35,357.35,3524570
13-Feb-14,347.7,357.2,346.5,357.2,4181445
12-Feb-14,356.43,357.75,346.32,349.25,6599199
11-Feb-14,361.84,363.61,356.25,361.79,3225200
10-Feb-14,361.61,365,359.35,360.87,3451093
7-Feb-14,358.98,361.8,352.49,361.08,4347189
6-Feb-14,347.4,354.82,347.4,354.59,3340542
5-Feb-14,346,349.37,337.73,346.45,4439010
4-Feb-14,349.59,354,344.02,347.95,4821177
3-Feb-14,358.98,360.85,340.1,346.15,10290934
31-Jan-14,371.76,375.45,357.76,358.69,16181519
30-Jan-14,393.77,406.25,387.7,403.01,10900116
29-Jan-14,392.16,392.85,383.24,384.2,3399294
28-Jan-14,387.4,394.74,387.12,394.43,2901611
27-Jan-14,390.5,394.1,380.49,386.28,3944752
24-Jan-14,398.16,400.2,387.27,387.6,4513038
23-Jan-14,401,406.17,397.79,399.87,3026272
22-Jan-14,408,408.06,402,404.54,2069759
21-Jan-14,403,407.8,401.6,407.05,3122705
17-Jan-14,394.26,403.49,393.66,399.61,4508791
16-Jan-14,393.68,399.29,389.41,395.8,2602506
15-Jan-14,398.94,399.31,392.53,395.87,2678794
14-Jan-14,392.13,398.63,391.29,397.54,2340401
13-Jan-14,397.98,399.78,388.45,390.98,2846507
10-Jan-14,402.53,403.76,393.8,397.66,2681701
9-Jan-14,403.71,406.89,398.44,401.01,2103793
8-Jan-14,398.47,403,396.04,401.92,2316903
7-Jan-14,395.04,398.47,394.29,398.03,1916684
6-Jan-14,395.85,397,388.42,393.63,3172207
3-Jan-14,398.29,402.71,396.22,396.44,2213512
2-Jan-14,398.8,399.36,394.02,397.97,2140246
31-Dec-13,394.58,398.83,393.8,398.79,1997051
30-Dec-13,399.41,399.92,392.45,393.37,2487812
27-Dec-13,404.65,405.63,396.25,398.08,1987280
26-Dec-13,401.79,404.52,396.81,404.39,1871590
24-Dec-13,402.52,403.72,396.37,399.2,1380373
23-Dec-13,403.69,405,399.2,402.92,2661823
20-Dec-13,396.84,404.72,395.78,402.2,5038537
19-Dec-13,394.36,397.29,392.6,395.19,2429598
18-Dec-13,389.56,396.3,383.1,395.96,3493635
17-Dec-13,391,391.36,386.5,387.65,2348377
16-Dec-13,385.5,391.7,385,388.97,2258884
13-Dec-13,384.62,389.42,383.8,384.24,3025145
12-Dec-13,381.55,385,379.5,381.25,2123652
11-Dec-13,387.71,388.98,382,382.19,2451254
10-Dec-13,383.5,389.06,383.02,387.78,2739875
9-Dec-13,388.21,388.21,382.57,384.89,2766573
6-Dec-13,388.35,388.35,383.83,386.95,1987762
5-Dec-13,386.65,386.65,381.37,384.49,1906452
4-Dec-13,383.5,389.69,381.49,385.96,2355719
3-Dec-13,390.11,390.95,383.1,384.66,3707536
2-Dec-13,399,399,389.1,392.3,4718883
29-Nov-13,389.1,394.1,388.62,393.62,2405985
27-Nov-13,383.5,387,382.61,386.71,2269656
26-Nov-13,377.61,382.5,374.82,381.37,2730689
25-Nov-13,373.82,377.79,373.18,376.64,2972546
22-Nov-13,370,374.5,366.31,372.31,2967833
21-Nov-13,364.05,369.25,363.3,368.92,1967041
20-Nov-13,367.56,367.56,360.45,362.57,1772984
19-Nov-13,365.82,368.78,362.5,364.94,1904797
18-Nov-13,370.28,373.49,364.67,366.18,2738214
15-Nov-13,367.63,372.9,365.55,369.17,4494773
14-Nov-13,357.39,368.94,356.43,367.4,4164128
13-Nov-13,347.4,356.22,345.68,356.22,2777832
12-Nov-13,352.99,355.48,347.28,349.53,2344304
11-Nov-13,350.59,355.37,348.06,354.38,2262538
8-Nov-13,345.95,351.05,344.04,350.31,2656865
7-Nov-13,355.86,357.9,341.88,343.56,4250065
6-Nov-13,360.45,362.87,354.5,356.18,2288077
5-Nov-13,356.78,360.17,354.84,358.89,2007275
4-Nov-13,360.12,361,354.4,358.74,1940496
1-Nov-13,365.63,365.77,356.1,359,3332126
31-Oct-13,361.73,366,359,364.03,2466937
30-Oct-13,362.62,365,358.65,361.08,4505005
29-Oct-13,358.96,362.89,356.29,362.7,2190763
28-Oct-13,359.92,362.75,357.2,358.16,3635848
25-Oct-13,358.6,368.4,352.62,363.39,12043903
24-Oct-13,329.63,332.65,326.75,332.21,5884655
23-Oct-13,330.84,331.72,324.06,326.76,2818158
22-Oct-13,327.72,337.11,325.68,332.54,3942953
21-Oct-13,329.89,330,323.8,326.44,2527617
18-Oct-13,319.36,331.89,316.75,328.93,5969814
17-Oct-13,307.07,311,305.24,310.77,2648384
16-Oct-13,308.38,310.8,305.55,310.49,2180521
15-Oct-13,309.87,310.79,305.26,306.4,2261554
14-Oct-13,309.22,311.64,307,310.7,1939092
11-Oct-13,304.77,310.93,303.84,310.89,2163093
10-Oct-13,304.63,306.7,302.59,305.17,2557138
9-Oct-13,303.42,303.5,296.5,298.23,3252771
8-Oct-13,311.5,311.54,300.27,303.23,3171592
7-Oct-13,315.24,315.34,309.74,310.03,2085725
4-Oct-13,315.13,319.2,312.62,319.04,1814976
3-Oct-13,320.39,322.92,313.02,314.76,2679440
2-Oct-13,318.04,321.73,317.52,320.51,2224623
1-Oct-13,314.22,321,313.65,320.95,2398999
30-Sep-13,313.41,315.31,311.06,312.64,1625844
27-Sep-13,316.92,317.21,313.35,316.01,1658435
26-Sep-13,313.9,319.37,313.26,318.12,1990982
25-Sep-13,314.53,316.71,310.75,312.65,2010249
24-Sep-13,312.43,318.08,311.28,314.13,2033546
23-Sep-13,314.01,315.9,308.77,311.49,1885197
20-Sep-13,312.54,320.57,312.41,316.34,5306003
19-Sep-13,313.77,314.54,311.04,312.06,2350946
18-Sep-13,304.06,312.74,302.91,312.03,2946988
17-Sep-13,297.63,304.65,296.01,304.17,2297381
16-Sep-13,299.82,301,295.26,296.06,1818400
13-Sep-13,300.14,300.22,296.2,297.92,1350645
12-Sep-13,299.39,302,297.66,298.86,1606393
11-Sep-13,298.91,301.86,297.84,299.64,1742264
10-Sep-13,300.55,301,297.22,300.36,1781037
9-Sep-13,297.22,299.96,296.6,299.71,1646244
6-Sep-13,295.33,298.88,290.8,295.86,2293345
5-Sep-13,293.63,297,292.71,294.1,1819790
4-Sep-13,288.33,295.23,287.58,293.64,2439351
3-Sep-13,284.73,291.39,284.17,288.8,2898422
30-Aug-13,284.59,284.87,280,280.98,1534706
29-Aug-13,281.45,285.98,280,283.98,1566544
28-Aug-13,280.36,283,279.33,281.58,1457461
27-Aug-13,283.87,285.28,279.74,280.93,2475991
26-Aug-13,290.43,291.05,285.62,286.21,1718213
23-Aug-13,291.21,291.5,287.9,290.01,1968285
22-Aug-13,284.8,289.87,284.8,289.73,1422672
21-Aug-13,285.09,288.5,283.83,284.57,1816344
20-Aug-13,285.88,289.52,285.74,287.09,1586236
19-Aug-13,285.19,289.56,283.48,285.57,2479612
16-Aug-13,286.55,288.33,284.5,284.82,2423056
15-Aug-13,288.79,289.3,285.15,286.47,2261493
14-Aug-13,294.29,294.29,290.54,291.34,1415476
13-Aug-13,295.88,296.37,290.67,293.97,2355093
12-Aug-13,295.79,299.08,295.26,296.69,1504625
9-Aug-13,295.68,299.27,294.3,297.26,1950386
8-Aug-13,298.52,298.52,292.55,295.74,2346335
7-Aug-13,300.15,300.99,296.15,296.91,1963110
6-Aug-13,300.51,301.36,297.52,300.75,1849796
5-Aug-13,303.4,303.62,298.3,300.99,2233258
2-Aug-13,304.63,305.33,301.5,304.21,2508358
1-Aug-13,303.08,306.21,298.9,305.57,2971659
31-Jul-13,303.91,305.15,301,301.22,1891514
30-Jul-13,307.72,309.78,301.57,302.41,3053775
29-Jul-13,311.07,313,305.9,306.1,3213115
26-Jul-13,299.55,313.62,295.55,312.01,8819755
25-Jul-13,299,304.5,296.75,303.4,5484465
24-Jul-13,303.02,303.84,298.04,298.94,2002745
23-Jul-13,303.16,305.06,300.56,301.06,1999624
22-Jul-13,309.25,309.25,302,303.48,2522023
19-Jul-13,304.39,305.79,301.91,305.23,2973181
18-Jul-13,306.27,306.34,301.87,304.11,3064359
17-Jul-13,306.97,308.8,305.69,308.69,2031626
16-Jul-13,307.3,309.39,305.51,306.87,2660597
15-Jul-13,307.27,307.99,304.35,306.57,2245687
12-Jul-13,298.69,307.55,298.5,307.55,4543264
11-Jul-13,294.99,300.69,292.1,299.66,4007601
10-Jul-13,291.41,293.34,289.4,292.33,1810122
9-Jul-13,291,292.57,288.01,291.53,2775516
8-Jul-13,286.42,291.67,286.14,290.59,3047197
5-Jul-13,285,286.38,282.07,285.88,1985923
3-Jul-13,282,285.4,282,284.03,1380205
2-Jul-13,281.04,286.58,280.59,283.73,3238618
1-Jul-13,279,283.29,277.16,282.1,2890065
28-Jun-13,276.19,279.83,276.19,277.69,3193515
27-Jun-13,279.18,280.2,274.54,277.55,2520422
26-Jun-13,273.98,277.98,273.5,277.57,3029816
25-Jun-13,272.3,273.47,269,272.09,2452910
24-Jun-13,271.29,273.16,265,270.61,3866168
21-Jun-13,274.57,275.84,269.79,273.36,4202058
20-Jun-13,275.14,278.6,272.39,273.44,2985196
19-Jun-13,281.26,283.34,277.87,278.16,2828375
18-Jun-13,279.08,282.91,278.11,281.76,2147649
17-Jun-13,276.35,280.2,275.65,278.06,2885680
14-Jun-13,275,277.07,273.44,273.99,2147223
13-Jun-13,271.5,276.8,270.29,275.79,2651715
12-Jun-13,276.6,276.8,270.45,271.67,2239259
11-Jun-13,276,278.41,274.24,274.78,3094367
10-Jun-13,276.68,282.47,275.24,281.07,3088355
7-Jun-13,269.74,280.1,269.13,276.87,4632539
6-Jun-13,267.75,270.5,264.21,267.83,2476368
5-Jun-13,265.81,271.66,265.02,267.17,3512867
4-Jun-13,267,268.88,263.02,265.7,2088972
3-Jun-13,265.38,269.11,262.95,266.88,2545284
